0.922982,0.626498
0.937521,0.652973
0.923382,0.680697
0.940411,0.713736
0.92824,0.746883
0.941506,0.782077
0.924116,0.815958
0.941755,0.840336
0.928649,0.869421
0.946473,0.896894
0.92804,0.933437
0.93914,0.966836
0.922088,0.994819
0.943657,0.0244633
0.928885,0.0588555
0.945036,0.0841271
0.929313,0.114648
0.944236,0.142698
0.930509,0.178683
0.941694,0.209631
0.928667,0.237594
0.945543,0.285249
0.92455,0.307527
0.94176,0.336117
0.918945,0.374157
0.933842,0.401519
0.91979,0.428173
0.932634,0.462053
0.922354,0.504246
0.939883,0.537308
0.920795,0.56126
0.938176,0.598338
0.953652,0.624497
0.970867,0.653194
0.952858,0.686432
0.972073,0.71399
0.959775,0.74132
0.970316,0.773285
0.957823,0.810655
0.972031,0.837722
0.958755,0.867052
0.977978,0.89695
0.963572,0.929934
0.970834,0.962416
0.956284,0.995827
0.975106,0.0237534
0.959302,0.0535074
0.974961,0.0790755
0.960164,0.115496
0.977613,0.140465
0.963211,0.172924
0.973827,0.208904
0.958108,0.248815
0.974336,0.27649
0.970559,0.315157
0.970141,0.347892
0.953332,0.376655
0.967277,0.404497
0.951656,0.432299
0.965307,0.461461
0.95105,0.488061
0.971013,0.53845
0.952126,0.566468
0.968123,0.593542
0.985262,0.622747
0.00130902,0.649563
0.985133,0.682898
0.00637156,0.707721
0.989904,0.744004
0.00343833,0.782191
0.989041,0.809181
0.00333964,0.837658
0.990118,0.866421
0.0107854,0.903839
0.994871,0.93094
0.00113116,0.960689
0.987015,0.991323
0.00825256,0.0267867
0.98955,0.0513881
0.00619612,0.0821483
0.993049,0.11163
0.0119737,0.136987
0.993331,0.16656
0.00469114,0.211883
0.987447,0.238969
0.00389055,0.266824
0.996932,0.299727
0.999579,0.330505
0.987478,0.374606
0.999481,0.405115
0.984454,0.438149
0.994547,0.469197
0.980689,0.501614
0.999246,0.526443
0.985793,0.564833
0.00306102,0.592217
0.0161043,0.622064
0.0321557,0.647801
0.015684,0.677537
0.0370186,0.707935
0.022287,0.738027
0.0348787,0.781335
0.0224075,0.812971
0.036612,0.841454
0.0203766,0.870005
0.0400036,0.895628
0.0253686,0.931642
0.0424662,0.958741
0.020052,0.989531
0.0383209,0.0168764
0.0213712,0.0543191
0.0391115,0.0816139
0.0237502,0.108012
0.0387902,0.156979
0.01952,0.185449
0.0352169,0.213516
0.0198794,0.239957
0.0330431,0.277443
0.0264628,0.30894
0.0260351,0.347199
0.0180826,0.377681
0.0352451,0.407932
0.0142925,0.43326
0.0251325,0.46289
0.0114834,0.498839
0.0295948,0.526301
0.0166999,0.554037
0.0318971,0.581517
0.0497152,0.619379
0.0639919,0.653773
0.0474437,0.678839
0.0672059,0.721259
0.0528133,0.747997
0.0653027,0.778217
0.0536984,0.807427
0.0670343,0.836808
0.0579523,0.866017
0.0706792,0.896479
0.0566943,0.928925
0.0726545,0.960545
0.0551821,0.989356
0.0687483,0.0185235
0.0512736,0.0447831
0.0687042,0.0905083
0.0541528,0.117209
0.068539,0.148219
