0.163166,0.156534
0.175302,0.189273
0.157495,0.221973
0.174777,0.253678
0.157954,0.278979
0.169754,0.324838
0.156631,0.360064
0.171019,0.388376
0.155412,0.41514
0.172566,0.450962
0.156269,0.484669
0.171489,0.511017
0.159361,0.543337
0.173423,0.573933
0.158103,0.60109
0.174721,0.63459
0.157645,0.661031
0.181148,0.700594
0.162025,0.725175
0.179775,0.755747
0.163323,0.78891
0.178296,0.82376
0.164209,0.852725
0.179889,0.879238
0.166574,0.914621
0.182295,0.94429
0.16548,0.980014
0.182004,0.00961779
0.161474,0.0397215
0.177507,0.0705476
0.165634,0.101341
0.176924,0.129214
0.193686,0.160276
0.207575,0.196302
0.188825,0.219799
0.206,0.255299
0.188658,0.282158
0.201546,0.31165
0.187257,0.35024
0.201854,0.380351
0.186636,0.414017
0.20481,0.447933
0.188372,0.483038
0.203836,0.513184
0.190073,0.542208
0.205383,0.570412
0.189264,0.604171
0.205078,0.631415
0.187905,0.668208
0.212051,0.698663
0.200436,0.729401
0.212131,0.761272
0.194971,0.786125
0.209536,0.820219
0.19582,0.84988
0.211989,0.889146
0.200682,0.917524
0.212035,0.947825
0.1954,0.97328
0.21251,0.00979524
0.191417,0.041836
0.210831,0.0659918
0.199261,0.096208
0.207683,0.129603
0.223851,0.156164
0.239954,0.197374
0.218945,0.2249
0.238594,0.256108
0.219796,0.286966
0.234477,0.3177
0.220589,0.34477
0.232015,0.372665
0.218969,0.413881
0.235546,0.446613
0.21919,0.486736
0.236838,0.511138
0.221358,0.540544
0.238938,0.56885
0.220342,0.603185
0.236569,0.630971
0.217745,0.661607
0.242116,0.694692
0.230221,0.725307
0.242919,0.760493
0.225285,0.794374
0.24259,0.824615
0.226608,0.855389
0.242104,0.884362
0.231059,0.912312
0.241909,0.949728
0.229067,0.979821
0.242801,0.0070191
0.226627,0.0391568
0.241712,0.0683239
0.229395,0.0959451
0.240705,0.126776
0.254141,0.158932
0.27359,0.197211
0.251962,0.225856
0.268349,0.26246
0.250762,0.289726
0.264699,0.319338
0.251493,0.346327
0.262048,0.379517
0.251432,0.408926
0.267955,0.446645
0.249966,0.475468
0.26778,0.507404
0.251749,0.538895
0.270521,0.570079
0.251475,0.603808
0.266954,0.635831
0.248677,0.663159
0.272517,0.704735
0.260884,0.73511
0.272842,0.762678
0.255824,0.794516
0.275421,0.82317
0.25881,0.85202
0.272696,0.884664
0.26119,0.918799
0.273931,0.946843
0.260431,0.977702
0.275221,0.00645258
0.257926,0.0378129
0.271864,0.0705476
0.259976,0.1004
0.271027,0.133174
0.284331,0.167354
0.303842,0.198602
0.286195,0.23262
0.299333,0.262483
0.282874,0.289167
0.295988,0.320838
0.284007,0.350336
0.295634,0.379084
0.281505,0.409711
0.300552,0.448351
0.280773,0.476508
0.300252,0.510962
0.28202,0.538816
0.300976,0.56678
0.28153,0.604027
0.297076,0.632271
0.280055,0.664946
0.303848,0.690419
0.29103,0.73113
0.308266,0.757299
0.292743,0.793224
0.305569,0.82133
0.292232,0.848669
0.30471,0.879783
0.292769,0.914993
0.30375,0.951486
0.290788,0.978669
0.308327,0.00802205
0.288975,0.0337795
0.301557,0.0768488
0.292253,0.105438
0.304514,0.141241
0.31672,0.169477
0.33623,0.196955
0.319575,0.226051
0.332416,0.258358
0.313425,0.293638
0.329217,0.319331
0.314385,0.345931
0.327049,0.380588
0.312954,0.420564
0.331558,0.447279
0.315031,0.477933
0.3311,0.509296
0.313388,0.53859
0.331032,0.56715
0.317429,0.595189
0.326726,0.623798
0.312429,0.660742
0.335096,0.691084
0.319123,0.717831
0.338309,0.756612
0.322501,0.784038
0.336108,0.810867
0.323077,0.847941
0.334953,0.88076
0.326025,0.910346
0.334629,0.943457
0.321541,0.976571
0.33762,0.0174934
0.319456,0.0459613
0.33026,0.085451
0.322432,0.115789
0.335178,0.143622
0.352465,0.168361
0.366588,0.200371
0.348899,0.232443
0.361922,0.263756
0.344239,0.289678
0.360387,0.320356
0.344146,0.352004
0.358351,0.389213
0.345756,0.416842
0.36252,0.442738
0.34551,0.477172
